names,url,image,description
Ibn Khaldun,https://en.wikipedia.org/wiki/Ibn_Khaldun,"https://en.wikipedia.org/wiki/File:Bust_of_Ibn_Khaldun_(Casbah_of_Bejaia,_Algeria).jpg","Born : 27 May 1332Tunis, Hafsid Sultanate, Died : 17 March 1406 (1406-03-18) (aged 73)Cairo, Mamluk Sultanate, Religion : Islam, Denomination : Sunni[1], Jurisprudence : Maliki[2], Creed : Ash'ari[3][4], Main interest(s) : Historiographysociologyeconomicsdemographypolitical science, Notable idea(s) : 
Asabiyyah
Conquest theory of state formation
Cyclical theory of empires
Economic growth theory[5]
Supply and demand theory[6]
Supply-side economics
, "
Niccolò Machiavelli,https://en.wikipedia.org/wiki/Niccol%C3%B2_Machiavelli,https://en.wikipedia.org/wiki/File:Portrait_of_Niccol%C3%B2_Machiavelli.jpg,"Born : 3 May 1469Florence, Republic of Florence, Died : 21 June 1527(1527-06-21) (aged 58)Florence, Republic of Florence, Notable work : The PrinceDiscourses on Livy, Spouse : 
Marietta Corsini ​(m. 1502)​, Era : Renaissance philosophy, Region : Western philosophy, School : Classical realismRepublicanism, Main interests : Politics and political philosophy, military theory, history, Notable ideas : Classical realism, virtù, multitude, national interest, "
René Descartes,https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes,https://en.wikipedia.org/wiki/File:Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg,"Born : 31 March 1596 (1596-03-31)La Haye en Touraine, Touraine, Kingdom of France (now Descartes, Indre-et-Loire), Died : 11 February 1650 (1650-02-12) (aged 53)Stockholm, Swedish Empire, Education : 
Collège Royal Henry-Le-Grand (1607–1614)
University of Poitiers (LL.B., 1616)
University of Franeker (no degree)
Leiden University (no degree)
, Children : Francine Descartes, Era : 
17th-century philosophy
Age of Enlightenment
, Region : 
Western philosophy
Dutch philosophy
French philosophy
, School : 
Rationalism
Cartesianism
Mechanism
Innatism[2]: 257 
Foundationalism[3]
Conceptualism[4]: 43 
Augustinianism[5]
Indirect realism[6]: 136 
Correspondence theory of truth[7]
Corpuscularianism[8]
Theological voluntarism[note 2]
, Thesis : Untitled LL.B. thesis (1616), Main interests : Epistemology, metaphysics, mathematics, physics, cosmology, ethics, Notable ideas : 
See list

Cogito ergo sum
Method of doubt
Subjectivity
Method of normals
Analytic geometry
Cartesian coordinate system
Imaginary number
Mind–body problem
Cartesian dualism
Interactionism
Trialism
Cartesian circle
Foundationalism
Mathesis universalis
Folium of Descartes
Deus deceptor[9]
Dream argument
Conservation of momentum (quantitas motus)
Balloonist theory
Descartes' Rule of Signs
Wax argument
Trademark argument
Causal adequacy principle
Res cogitans/res extensa distinction
Conatus
, "
John Locke,https://en.wikipedia.org/wiki/John_Locke,https://en.wikipedia.org/wiki/File:John_Locke.jpg,"Born : John Locke(1632-08-29)29 August 1632Wrington, Somerset, England, Died : 28 October 1704(1704-10-28) (aged 72)High Laver, Essex, England, Nationality : English, Education : Christ Church, Oxford (BA, 1656; MA, 1658; MB, 1675), Era : Age of Enlightenment, Region : Western philosophy, School : 
Empiricism
Foundationalism[1]
Conceptualism[2]
Indirect realism[3]
Correspondence theory of truth[4]
Ideational theory of meaning[5]
Corpuscularianism[6]
Social contract
Natural law
Classical liberalism
, Institutions : University of Oxford[7]Royal Society, Main interests : Metaphysics, epistemology, political philosophy, philosophy of mind, philosophy of education, economics, Notable ideas : 
List
Consciousness
 Consent of the governed
 Inverted spectrum
 Labor theory of property
 Law of opinion
 Lockean proviso
 Molyneux's problem
 Argument from ignorance[8][9]
 Natural rights (rights of life, liberty and property)[10]
 Primary/secondary quality distinction
 Semeiotike (the doctrine of signs)
 Social contract
 Sortal
 State of nature
 Tabula rasa

, "
Adam Smith,https://en.wikipedia.org/wiki/Adam_Smith,https://en.wikipedia.org/wiki/File:Adam_Smith_The_Muir_portrait.jpg,"Born : c. 16 June [O.S. c. 5 June] 1723[1]Kirkcaldy, Fife, Scotland, Died : 17 July 1790(1790-07-17) (aged 67)Edinburgh, Scotland, Alma mater : 
University of Glasgow
Balliol College, Oxford
, Notable work : 
The Theory of Moral Sentiments (1759)
The Wealth of Nations
 (1776), Region : Western philosophy, School : Classical liberalism, Main interests : Political philosophy, ethics, economics, Notable ideas : Classical economicsFree marketEconomic liberalismDivision of labourAbsolute advantageInvisible hand, "
Immanuel Kant,https://en.wikipedia.org/wiki/Immanuel_Kant,https://en.wikipedia.org/wiki/File:Kant_gemaelde_3.jpg,"Born : (1724-04-22)22 April 1724Königsberg, Kingdom of Prussia(present-day Kaliningrad, Russia), Died : 12 February 1804(1804-02-12) (aged 79)Königsberg, East Prussia, Kingdom of Prussia, Education : Collegium FridericianumUniversity of Königsberg(BA; MA, April 1755; PhD, September 1755; PhD, August 1770), Era : Age of Enlightenment, Region : Western philosophy, School : 
Enlightenment philosophy
Kantianism


Other schools
 Classical liberalism
 Empirical realism
 German idealism
 Liberal naturalism
 Transcendental idealism

, Institutions : University of Königsberg, Theses : 
Principiorum primorum cognitionis metaphysicae nova dilucidatio (September 1755)
De mundi sensibilis atque intelligibilis forma et principiis (August 1770)
, Academic advisors : Martin Knutzen, Johann Gottfried Teske (M.A. advisor), Konrad Gottlieb Marquardt, Notable students : Jakob Sigismund Beck, Johann Gottlieb Fichte, Johann Gottfried Herder, Karl Leonhard Reinhold (epistolary correspondent), Main interests : Aesthetics, cosmogony, epistemology, ethics, metaphysics, systematic philosophy, Notable ideas : 
 
 Aesthetic–teleological judgments
 Analytic–synthetic distinction
 Categorical and hypothetical imperative
 Categories
 Critical philosophy
 Copernican revolution in philosophy
 Disinterested delight
 Empirical realism
 Kant's antinomies
 Kant's pitchfork
 Kantian ethics
 Kingdom of Ends
 Nebular hypothesis
 Transcendental schema
 Theoretical vs. practical philosophy
 Transcendental idealism
 Transcendental subject
 Understanding–reason distinction

, "
Mary Wollstonecraft,https://en.wikipedia.org/wiki/Mary_Wollstonecraft,https://en.wikipedia.org/wiki/File:Mary_Wollstonecraft_by_John_Opie_(c._1797).jpg,"Born : (1759-04-27)27 April 1759Spitalfields, London, England, Died : 10 September 1797(1797-09-10) (aged 38)Somers Town, London, England, Notable work : A Vindication of the Rights of Woman, Spouse : 
William Godwin ​(m. 1797)​, Partner : Henry FuseliGilbert Imlay, Children : Frances ""Fanny"" ImlayMary Shelley, "
Karl Marx,https://en.wikipedia.org/wiki/Karl_Marx,https://en.wikipedia.org/wiki/File:Karl_Marx_001.jpg,"Born : Karl Heinrich Marx(1818-05-05)5 May 1818Trier, Kingdom of Prussia, Died : 14 March 1883(1883-03-14) (aged 64)London, England, Burial place : Tomb of Karl Marx, Highgate Cemetery, Nationality : 
Prussian (1818–1845)
Stateless (after 1845)
, Education : 
University of Bonn
University of Berlin
University of Jena (PhD, 1841)[1]
, Spouse : 
Jenny von Westphalen
​ ​(m. 1843; died 1881)​, Children : At least 7,[2] including Jenny, Laura and Eleanor, Parents : Heinrich Marx (father)Henriette Pressburg (mother), Relatives : 
Louise Juta (sister)
Edgar Longuet (grandson)
Jean Longuet (grandson)
Henry Juta (nephew)
, Era : 19th-century philosophy, Region : Western philosophy, School : Continental philosophyMarxism, Thesis : The Difference Between the Democritean and Epicurean Philosophy of Nature (1841), Doctoral advisor : Bruno Bauer, Main interests : Philosophyeconomicshistorypolitics, Notable ideas : 
Marxist terminology
Value form
Contributions to dialectics and the marxian critique of political economy
Class conflict
Alienation and exploitation of the worker
Materialist conception of history
, "
Friedrich Nietzsche,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,https://en.wikipedia.org/wiki/File:Nietzsche187a.jpg,"Born : Friedrich Wilhelm Nietzsche(1844-10-15)15 October 1844Röcken, Saxony, Prussia, German Confederation, Died : 25 August 1900(1900-08-25) (aged 55)Weimar, Saxe-Weimar-Eisenach, German Empire, Resting place : Röcken Churchyard, Alma mater : 
University of Bonn
Leipzig University
, Era : 19th-century philosophy, Region : Western philosophy, School : 
Continental philosophy
Nietzscheanism


Other schools
 Anti-foundationalism
 Anti-nihilism / nihilism (disputed)[1]
 Atheism
 Dionysianism[2]
 Dionysian pessimism[3]
 Existentialism
 German Romanticism (disputed)[4]
 Immoralism[5]
 Metaphysical voluntarism
 Naturalism[6]
 Perspectivism
 Philosophical realism[7][8]
 Political realism[9]

, Institutions : University of Basel, Main interests : Aestheticsphilologyethicsmetaphysicsontologyphilosophy of historypoetryreligiontragedytruth theoryvalue theory, Notable ideas : 
 
 Amor fati
 Apollonian and Dionysian
 Eternal return
 Fact–value distinction
 Genealogy
 God is dead
 Herd instinct
 Last man
 Master–slave morality
 Nietzschean affirmation
 Nihilism
 Perspectivism
 Ressentiment
 Transvaluation of values
 Tschandala
 Übermensch
 Will to power

, "
Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud,"https://en.wikipedia.org/wiki/File:Sigmund_Freud,_by_Max_Halberstadt_(cropped).jpg","Born : Sigismund Schlomo Freud(1856-05-06)6 May 1856Freiberg in Mähren, Moravia, Austrian Empire (now Czech Republic), Died : 23 September 1939(1939-09-23) (aged 83)Hampstead, London, England, Alma mater : University of Vienna (MD, 1881), Known for : Psychoanalysis, including the theories of id, ego and super-ego, oedipus complex, repression, defense mechanism, Spouse : 
Martha Bernays ​(m. 1886)​, Children : Mathilde, Jean-Martin, Oliver, Ernst, Sophie, and Anna, Parents : Jacob Freud (father)Amalia Nathanson (mother), Awards : Goethe Prize (1930), Fields : Neurology, psychotherapy, psychoanalysis, Institutions : 
University of Vienna
International Psychoanalytical Association
, Academic advisors : 
Franz Brentano
Ernst Brücke
Carl Claus
, Influences : 
Brentano
Breuer
Charcot
Darwin
Dostoevsky
Empedocles
Fechner
Feuerbach
Fliess
Goethe
Hartmann
Herbart
Kierkegaard
Le Bon
Nietzsche
Plato
Sade
Schopenhauer
Shakespeare
Sophocles
, Influenced : 
List of psychoanalysts
List of psychoanalytical theorists
, "
Homer,https://en.wikipedia.org/wiki/Homer,https://en.wikipedia.org/wiki/File:Homer_British_Museum.jpg,"Native name : Ὅμηρος, Born : c. 8th century BC, Died : Ios[1], Language : Homeric Greek, Genre : Epic, Subject : Epic Cycle, Notable works : IliadOdyssey, "
Virgil,https://en.wikipedia.org/wiki/Virgil,https://en.wikipedia.org/wiki/File:Parco_della_Grotta_di_Posillipo5_(crop).jpg,"Born : Publius Vergilius Maro15 October 70 BCNear Mantua, Cisalpine Gaul, Roman Republic, Died : 21 September 19 BC (age 50)Brundisium, Italy, Roman Empire, Occupation : Poet, Nationality : Roman, Genre : Epic poetry, didactic poetry, pastoral poetry, Literary movement : Augustan poetry, "
Li Bai,https://en.wikipedia.org/wiki/Li_Bai,https://en.wikipedia.org/wiki/File:LiBai.jpg,"Native name : 李白, Born : 701Rencheng, Shandong, Tang dynasty (now Rencheng, Jinan, Shandong, China)[1]or Suiye, Tang China (now Chuy Region, Kyrgyzstan), Died : 762 (60–61)Dangtu, Tang dynasty (now Ma'anshan, Anhui, China), Occupation : Poet, Nationality : Chinese, Literary movement : Tang poetry, Chinese : 李白, Transcriptions : TranscriptionsStandard MandarinHanyu PinyinLǐ Bái (col.)Lǐ Bó (lit.)Wade–GilesLi3 Pai2 (col.)Li3 Po2 (lit.)IPA[lì pǎɪ] (col.)[lì pwǒ]  (lit.)WuShanghaineseRomanizationLij BaqYue: CantoneseYale RomanizationLéih BaahkJyutpingLei5 Baak6IPA[le̬i pàːk̚]Southern MinHokkien POJLí Pe̍kMiddle ChineseMiddle ChineseLjɨ Bɐk, or Lǐ Bhæk, Hanyu Pinyin : Lǐ Bái (col.)Lǐ Bó (lit.), Wade–Giles : Li3 Pai2 (col.)Li3 Po2 (lit.), IPA : [lì pǎɪ] (col.)[lì pwǒ]  (lit.), ShanghaineseRomanization : Lij Baq, Yale Romanization : Léih Baahk, Jyutping : Lei5 Baak6, IPA : [le̬i pàːk̚], Hokkien POJ : Lí Pe̍k, Middle Chinese : Ljɨ Bɐk, or Lǐ Bhæk, Chinese : 太白, Transcriptions : TranscriptionsStandard MandarinHanyu PinyinTaìbaí, Hanyu Pinyin : Taìbaí, Traditional Chinese : 青蓮居士, Simplified Chinese : 青莲居士, Literal meaning : Lotus Householder, Transcriptions : TranscriptionsStandard MandarinHanyu PinyinQīnglián Jūshì, Hanyu Pinyin : Qīnglián Jūshì, Vietnamese : Lý Bạch, Hangul : 이백, Hanja : 李白, Transcriptions : TranscriptionsRevised RomanizationYi BaekMcCune–ReischauerI P'aek, Revised Romanization : Yi Baek, McCune–Reischauer : I P'aek, Kanji : 李白, Hiragana : りはく, Transcriptions : TranscriptionsRomanizationRi Haku, Romanization : Ri Haku, "
Murasaki Shikibu,https://en.wikipedia.org/wiki/Murasaki_Shikibu,,
Rumi,https://en.wikipedia.org/wiki/Rumi,https://en.wikipedia.org/wiki/File:%D9%85%D9%88%D9%84%D8%A7%D9%86%D8%A7_%D8%A7%D8%AB%D8%B1_%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D9%87%D8%B2%D8%A7%D8%AF_(cropped).jpg,"Title : Mevlânâ, Mawlānā,[1] Mevlevî, Mawlawī, Born : 30 September 1207Vakhsh (present-day Tajikistan),[2][3] Khwarezmian Empire, Died : 17 December 1273 (aged 66)Konya (present-day Turkey), Sultanate of Rum, Resting place : Tomb of Mevlana Rumi, Mevlana Museum, Konya, Turkey, Religion : Islam, Children : Sultan Walad, Era : Islamic Golden Age  (7th Islamic century), Region : Khwarezmian Empire (Balkh: 1207–1212, 1213–1217; Samarkand: 1212–1213)[4][5]Sultanate of Rum (Malatya: 1217–1219; Akşehir: 1219–1222; Larende: 1222–1228; Konya: 1228–1273)[4], Denomination : Sunni[6], Jurisprudence : Hanafi, Creed : Maturidi[7][8], Main interest(s) : Sufi poetry, Hanafi jurisprudence, Maturidi theology, Notable idea(s) : Sufi whirling, Muraqaba, Notable work(s) : Mathnawī-ī ma'nawī, Dīwān-ī Shams-ī Tabrīzī, Fīhi mā fīhi, Tariqa : Mevlevi, "
Dante Alighieri,https://en.wikipedia.org/wiki/Dante_Alighieri,https://en.wikipedia.org/wiki/File:Portrait_de_Dante.jpg,"Born : c. 1265Florence, Republic of Florence, Died : (1321-09-14)14 September 1321(aged c. 56)Ravenna, Papal States, Resting place : Tomb of Dante, Occupation : Statesman, poet, language theorist, political theorist, Language : ItalianTuscanLatin, Nationality : Florentine, Period : Late Middle Ages, Literary movement : Dolce Stil Novo, Notable works : Divine Comedy, Spouse : Gemma Donati, Children : 4, including Jacopo Alighieri, Parents : Alighiero di Bellincione (father)  Bella (mother), "
Miguel de Cervantes,https://en.wikipedia.org/wiki/Miguel_de_Cervantes,https://en.wikipedia.org/wiki/File:Juan_de_Jauregui_-_Retrato_de_Miguel_de_Cervantes.jpg,"Born : 29 September 1547 (assumed)Alcalá de Henares, Crown of Castile, Died : 22 April 1616(1616-04-22) (aged 68)[3]Madrid, Crown of Castile, Resting place : Convent of the Barefoot Trinitarians, Madrid, Occupation : Soldier, tax collector, accountant, purchasing agent for Navy(writing was an avocation which did not produce much income), Language : Spanish, Literary movement : Renaissance literature, Mannerism, Notable works : Don QuixoteEntremesesNovelas ejemplares, Spouse : Catalina de Salazar y Palacios, Children : Isabel c. 1584 (illegitimate) [4], "
William Shakespeare,https://en.wikipedia.org/wiki/William_Shakespeare,https://en.wikipedia.org/wiki/File:Shakespeare.jpg,"Born : Stratford-upon-Avon, England, Baptised : 26 April 1564, Died : 23 April 1616 (aged 52)Stratford-upon-Avon, England, Resting place : Church of the Holy Trinity, Stratford-upon-Avon, Occupations : Playwrightpoetactor, Years active : c. 1585–1613, Era : ElizabethanJacobean, Movement : English Renaissance, Spouse : 
Anne Hathaway ​(m. 1582)​, Children : Susanna HallHamnet ShakespeareJudith Quiney, Parents : John Shakespeare (father)Mary Arden (mother), "
Voltaire,https://en.wikipedia.org/wiki/Voltaire,"https://en.wikipedia.org/wiki/File:Atelier_de_Nicolas_de_Largilli%C3%A8re,_portrait_de_Voltaire,_d%C3%A9tail_(mus%C3%A9e_Carnavalet)_-002.jpg","Born : François-Marie Arouet(1694-11-21)21 November 1694Paris, Kingdom of France, Died : 30 May 1778(1778-05-30) (aged 83)Paris, Kingdom of France, Resting place : Panthéon, Paris, France, Occupation : Writer, philosopher, historian, Language : French, Education : Collège Louis-le-Grand, Period : 18th century, Genres : Fiction (novellashort storytragedypoetry)Non-fiction (polemictreatiseessayarticlehistoriographyliterary criticismepistlecorrespondence), Subjects : Religious intolerance, freedom, Literary movement : Classicism, Years active : from 1715, Notable works : CandideThe Maid of OrleansThe Age of Louis XIV, Partner : Émilie du Châtelet (1733–1749),Marie Louise Mignot (1744–1778), Era : Age of Enlightenment, Region : Western philosophyFrench philosophy, School : LumièresPhilosophesDeismClassical liberalism, Main interests : Political philosophy, literature, historiography, biblical criticism, Notable ideas : Philosophy of history,[1] freedom of religion, freedom of speech, separation of church and state, "
Leo Tolstoy,https://en.wikipedia.org/wiki/Leo_Tolstoy,https://en.wikipedia.org/wiki/File:L.N.Tolstoy_Prokudin-Gorsky.jpg,"Native name : Лев Николаевич Толстой, Born : (1828-09-09)9 September 1828Yasnaya Polyana, Krapivensky Uyezd, Tula Governorate, Russian Empire, Died : 20 November 1910(1910-11-20) (aged 82)Astapovo, Ranenburgsky Uyezd, Ryazan Governorate, Russian Empire, Resting place : Yasnaya Polyana, Tula, Occupation : Writer, religious thinker, Language : Russian, Alma mater : Imperial Kazan University (not graduated), Period : Modern, Genres : Novelnovellashort storysketchplaychildren's literaturesongpolemicessaytreatiseepistleliterary and art criticismtextbookautobiographydiarytranslationcorrespondence, Subjects : Christian anarchism, pacifism, Literary movement : Realism, Years active : 1847–1910, Notable works : War and PeaceAnna KareninaThe Death of Ivan IlyichThe Kingdom of God Is Within YouResurrection, Notable awards : Griboyedov Prize (1892), Spouse : 
Sophia Behrs ​(m. 1862)​, Children : 13, Parents : Nikolay Tolstoy (father)Mariya Tolstaya (mother), "
Rabindranath Tagore,https://en.wikipedia.org/wiki/Rabindranath_Tagore,https://en.wikipedia.org/wiki/File:Rabindranath_Tagore_unknown_location.jpg,"Born : Rabindranath Thakur(1861-05-07)7 May 1861Calcutta, Bengal Presidency, British India(present-day Kolkata, West Bengal, India), Died : 7 August 1941(1941-08-07) (aged 80)Calcutta, Bengal Presidency, British India(present-day Kolkata, West Bengal, India), Pen name : Bhanusimha, Occupation : Poetnovelistdramatistessayiststory-writercomposerpainterphilosophersocial reformereducationistlinguistgrammarian, Language : Bengali, Period : Bengali Renaissance, Literary movement : Contextual Modernism, Notable works : GitanjaliGhare-BaireBharoto Bhagyo BidhataGoraJana Gana ManaRabindra SangeetAmar Shonar Bangla(other works), Notable awards : Nobel Prize in Literature  1913                  , Spouse : 
Mrinalini Devi
​ ​(m. 1883; d. 1902)​, Children : 5, including Rathindranath Tagore, Relatives : Tagore family, "
Leonardo da Vinci,https://en.wikipedia.org/wiki/Leonardo_da_Vinci,https://en.wikipedia.org/wiki/File:Francesco_Melzi_-_Portrait_of_Leonardo.png,"Born : Leonardo di ser Piero da Vinci(1452-04-15)15 April 1452(possibly Anchiano),[a] Vinci, Republic of Florence, Died : 2 May 1519(1519-05-02) (aged 67)Clos Lucé, Amboise, Kingdom of France, Education : Studio of Andrea del Verrocchio, Known for : Paintingdrawingengineeringanatomical studieshydrologybotanyopticsgeology, Notable work : 
Virgin of the Rocks (c. 1483–1493)
Lady with an Ermine (c. 1489–1491)
The Vitruvian Man (c. 1490)
The Last Supper (c. 1495–1498)
Mona Lisa (c. 1503–1516)
, Movement : High Renaissance, Family : Da Vinci family, "
Michelangelo,https://en.wikipedia.org/wiki/Michelangelo,https://en.wikipedia.org/wiki/File:Michelangelo_Daniele_da_Volterra_(dettaglio).jpg,"Born : Michelangelo di Lodovico Buonarroti Simoni6 March 1475Caprese, Republic of Florence, Died : 18 February 1564(1564-02-18) (aged 88)Rome, Papal States, Known for : Sculpturepaintingarchitecturepoetry, Notable work : Pietà (1498–1499)David (1501–1504)Sistine Chapel ceiling (1508–1512)Moses (1513–1515)The Last Judgment (1536–1541), Movement : High Renaissance, Mannerism, "
Rembrandt,https://en.wikipedia.org/wiki/Rembrandt,https://en.wikipedia.org/wiki/File:Rembrandt_van_Rijn_-_Self-Portrait_-_Google_Art_Project.jpg,"Born : Rembrandt Harmenszoon van Rijn(1606-07-15)15 July 1606[1]Leiden, Dutch Republic, Died : 4 October 1669(1669-10-04) (aged 63)Amsterdam, Dutch Republic, Education : Jacob van Swanenburg  Pieter Lastman, Known for : Painting, printmaking, drawing, Notable work : Self-portraitsThe Anatomy Lesson of Dr. Nicolaes Tulp (1632)Belshazzar's Feast (1635)The Night Watch (1642)Bathsheba at Her Bath (1654)Syndics of the Drapers' Guild (1662)The Hundred Guilder Print (etching, c. 1647–1649), Movement : Dutch Golden AgeBaroque, "
Hokusai,https://en.wikipedia.org/wiki/Hokusai,https://en.wikipedia.org/wiki/File:Hokusai_as_an_old_man.jpg,"Born : Tokitarō時太郎supposedly (1760-10-31)31 October 1760Edo, Japan, Died : 10 May 1849(1849-05-10) (aged 88)Edo, Japan, Known for : Ukiyo-e painting, manga and woodblock printing, Notable work : The Great Wave off Kanagawa  Fine Wind, Clear Morning, "
Pablo Picasso,https://en.wikipedia.org/wiki/Pablo_Picasso,"https://en.wikipedia.org/wiki/File:Portrait_de_Picasso,_1908.jpg","Born : Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Cipriano de la Santísima Trinidad Ruiz y Picasso[1](1881-10-25)25 October 1881Málaga, Kingdom of Spain, Died : 8 April 1973(1973-04-08) (aged 91)Mougins, France, Resting place : Château of Vauvenargues43°33′15″N 5°36′16″E﻿ / ﻿43.554142°N 5.604438°E﻿ / 43.554142; 5.604438, Education : 
José Ruiz y Blasco (father)
Real Academia de Bellas Artes de San Fernando
, Known for : Painting, drawing, sculpture, printmaking, ceramics, stage design, writing, Notable work : 
La Vie (1903)
Family of Saltimbanques (1905)
Les Demoiselles d'Avignon (1907)
Portrait of Daniel-Henry Kahnweiler (1910)
Girl before a Mirror (1932)
Le Rêve (1932)
Guernica (1937)
The Weeping Woman (1937)
Massacre in Korea (1951)
, Movement : Cubism, Surrealism, Spouses : 

Olga Khokhlova
​ ​(m. 1918; died 1955)​

Jacqueline Roque ​(m. 1961)​
, Partners : 
Fernande Olivier (1905-1912)
Eva Gouel (1912-1915)
Marie-Thérèse Walter (1927–1935)
Dora Maar (1935–1943)
Françoise Gilot (1943–1953)
, Children : 
Paulo Picasso
Maya Widmaier-Picasso
Claude Picasso
Paloma Picasso
, Family : 
Marina Picasso (granddaughter)
Bernard Ruiz-Picasso (grandson)
, Patron(s) : 
Gertrude Stein
Sergei Shchukin
, "
Frida Kahlo,https://en.wikipedia.org/wiki/Frida_Kahlo,"https://en.wikipedia.org/wiki/File:Frida_Kahlo,_by_Guillermo_Kahlo.jpg","Born : Magdalena Carmen Frida Kahlo y Calderón(1907-07-06)6 July 1907Coyoacán, Mexico City, Mexico, Died : 13 July 1954(1954-07-13) (aged 47)Coyoacán, Mexico City, Mexico, Other names : Magdalena Carmen Frieda Kahlo y Calderón, Frieda Kahlo, Education : Self-taught, Known for : Painting, Works : Henry Ford Hospital (1932)Memory, the Heart (1937)What the Water Gave Me (1938)The Two Fridas (1939)Self-Portrait with Thorn Necklace and Hummingbird (1940)The Broken Column (1944), Movement : SurrealismMagic realismNaïve, Spouses : 

Diego Rivera
​ ​(m. 1929; div. 1939)​

​
 ​(m. 1940)​
, Parents : Guillermo Kahlo (father)Matilde Calderón y González (mother), Relatives : Cristina Kahlo (sister), "
Johann Sebastian Bach,https://en.wikipedia.org/wiki/Johann_Sebastian_Bach,https://en.wikipedia.org/wiki/File:Johann_Sebastian_Bach.jpg,"Born : 21 March 1685 (O.S.)31 March 1685 (1685-03-31) (N.S.)Eisenach, Died : 28 July 1750(1750-07-28) (aged 65)Leipzig, Works : List of compositions, "
Wolfgang Amadeus Mozart,https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,https://en.wikipedia.org/wiki/File:Croce-Mozart-Detail.jpg,"Born : (1756-01-27)27 January 1756Getreidegasse 9, Salzburg, Died : 5 December 1791(1791-12-05) (aged 35)Vienna, Works : List of compositions, Spouse : Constanze Mozart, Parent(s) : Leopold MozartAnna Maria Mozart, Relatives : Mozart family, "
Ludwig van Beethoven,https://en.wikipedia.org/wiki/Ludwig_van_Beethoven,https://en.wikipedia.org/wiki/File:Beethoven.jpg,"Born : Bonn, Baptised : 17 December 1770, Died : 26 March 1827(1827-03-26) (aged 56)Vienna, Occupations : Composerpianist, Works : List of compositions, Parent(s) : Johann van BeethovenMaria Magdalena Keverich, "
Louis Armstrong,https://en.wikipedia.org/wiki/Louis_Armstrong,https://en.wikipedia.org/wiki/File:Louis_Armstrong_restored.jpg,"Born : Louis Daniel Armstrong[1](1901-08-04)August 4, 1901New Orleans, Louisiana, U.S., Died : July 6, 1971(1971-07-06) (aged 69)New York City, U.S., Burial place : Flushing Cemetery, Other names : ""Satchmo""""Satch""""Pops""""Louie"", Education : Colored Waif's Home for Boys, Fisk School for Boys, Occupations : Musiciansinger, Spouses : 

Daisy Parker
​ ​(m. 1919; div. 1923)​

Lil Hardin Armstrong
​ ​(m. 1924; div. 1938)​

Alpha Smith
​ ​(m. 1938; div. 1942)​

Lucille Wilson ​(m. 1942)​
, Children : 1, Genres : Dixielandjazzswingtraditional pop, Instrument(s) : Vocalstrumpet, Years active : 1919–1971, "
The Beatles,https://en.wikipedia.org/wiki/The_Beatles,https://en.wikipedia.org/wiki/File:The_Fabs.JPG,"Origin : Liverpool, England, Genres : Rockpopbeatpsychedelia, Years active : 1960–1970, Labels : ParlophoneAppleCapitol, Spinoffs : Plastic Ono Band, Spinoff of : The Quarrymen, Past members : 
John Lennon
Paul McCartney
George Harrison
Ringo Starr
(see Personnel section for others)
, Website : thebeatles.com, "
Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson,https://en.wikipedia.org/wiki/File:Michael_Jackson_in_1988.jpg,"Born : Michael Joseph Jackson(1958-08-29)August 29, 1958Gary, Indiana, US, Died : June 25, 2009(2009-06-25) (aged 50)Los Angeles, California, US, Cause of death : Acute propofol intoxication, Burial place : Forest Lawn Memorial Park, Glendale, California, US, Other names : Michael Joe Jackson, Occupations : Singersongwriterdancerrecord producer, Spouses : 
Lisa Marie Presley
​ ​(m. 1994; div. 1996)​
Debbie Rowe
​ ​(m. 1996; div. 2000)​, Children : 3, including Paris, Parents : Joe JacksonKatherine Jackson, Family : Jackson, Awards : Full list, Genres : Popsoulfunkrhythm and bluesrockdiscopost-discodance-popnew jack swing, Instrument(s) : Vocals, Years active : 1964–2009, Labels : SteeltownMotownEpicLegacySonyMJJ Productions, Formerly of : The Jackson 5, Website : michaeljackson.com, "
Hippocrates,https://en.wikipedia.org/wiki/Hippocrates,https://en.wikipedia.org/wiki/File:Hippocrates.jpg,"Born : c. 460 BCKos, Ancient Greece, Died : c. 370 BC(aged approximately 90)Larissa, Ancient Greece, Occupation : Physician, Era : Classical Greece, "
